User ID,Item ID,Category,Price (INR),CF Score,CBF Score,Final Score
19,420,Dairy,582,3.3131544606936147,0.4412458764311774,2.4515818854148836
90,373,Beverages,495,2.0369605415610805,0.6711124983744359,1.6272061286050872
52,143,Fruits,106,4.635296123875188,0.03237537727440809,3.254419899894954
26,431,Dairy,87,1.0846894549415138,0.5862386720298944,0.935154220068028
89,412,Snacks,615,2.392053415053972,0.5537765625992482,1.8405703593175549
26,462,Fruits,998,3.875969901592244,0.34664043196319283,2.817171060703528
26,255,Snacks,61,4.067715705396638,0.2015141254241084,2.907855231404879
46,479,Vegetables,750,2.6644741777274397,0.807555550999301,2.107398589708998
92,298,Fruits,76,1.0676392530254684,0.05386211445509648,0.7635061114543568
49,261,Beverages,757,3.4721747164949495,0.06967286442358778,2.451424160873541
82,494,Vegetables,215,1.2523787247328628,0.44052174398414656,1.008821630508248
96,333,Vegetables,779,1.431423104614058,0.25255454740860506,1.077762537452422
53,262,Snacks,697,3.60100287858476,0.7454524135070204,2.7443377390614376
3,215,Vegetables,81,2.2499533045714193,0.634190076921191,1.765224336276351
66,192,Dairy,282,2.3921206108330115,0.7725347961266315,1.9062448664210974
97,141,Fruits,131,2.9472283079329737,0.3246789563378011,2.1604635024544216
42,383,Dairy,784,4.914313579437495,0.7405189396178674,3.6621751874916066
19,478,Snacks,730,4.861768882954841,0.8623032360263989,3.661929188876308
17,309,Snacks,197,2.6650439974403004,0.3452744944185717,1.9691131465337817
33,305,Fruits,967,2.0619968688731287,0.33989582116183337,1.54536655455974
76,319,Vegetables,45,2.210368610656463,0.8999514039064263,1.817243448631452
49,379,Beverages,429,2.0751251926464165,0.04979025318770913,1.4675247108088043
56,235,Snacks,777,3.128983228567123,0.35018940573084434,2.2953450817162393
63,205,Fruits,550,3.427439231203714,0.11867249207180408,2.434809209464141
3,217,Beverages,796,2.955117552918664,0.028980590249976235,2.077276464118058
49,336,Vegetables,336,2.6319774489926093,0.11286941764682212,1.876245039588873
55,408,Snacks,551,1.845140150279751,0.43124579118027695,1.4209718425499087
26,487,Fruits,125,2.9300223655284534,0.6869560692277907,2.2571024766382544
99,199,Fruits,768,2.364410855209832,0.28928242444196295,1.7418723259794713
72,360,Fruits,837,3.1663818511933717,0.8496753074011247,2.4713698880556976
52,404,Snacks,483,3.7007576620464957,0.43761562873835,2.721815052054052
100,453,Beverages,265,3.5332486977464423,0.9682280509617436,2.7637425037110326
7,385,Fruits,100,2.8499608416223734,0.9541556694437,2.2812192899687713
46,427,Vegetables,681,3.2242096971198437,0.7732762226668151,2.488929654783935
46,202,Fruits,928,2.1394245238430387,0.9324054961466182,1.7773188155341124
100,162,Beverages,415,1.0969610360895587,0.7070960761611116,0.9800015481110246
16,274,Snacks,541,3.5000778166724165,0.8955831899911814,2.718729428668046
24,381,Fruits,852,2.0102742365507478,0.2364737173663065,1.4781340807954153
61,392,Fruits,755,3.675814840273098,0.34542020017679864,2.676696448244208
54,325,Vegetables,945,3.9880339983878375,0.7529300660048616,3.017502818672945
62,106,Vegetables,283,4.6637109844151245,0.4245612382065571,3.391966060552554
1,226,Fruits,680,4.832491181918452,0.8373274338245179,3.6339420574902714
49,191,Fruits,809,1.0421041852388058,0.8776388715877751,0.9927645911434966
25,289,Vegetables,293,4.961496837418549,0.29972948472092487,3.5629666316092616
10,458,Beverages,725,3.732073273976644,0.8234508081895735,2.8594865342405225
80,152,Dairy,963,3.574096641496757,0.15426427106515006,2.548146930367275
16,341,Dairy,191,1.0608523807814216,0.33419671153684904,0.8428556800080498
58,231,Fruits,284,4.44493364754695,0.517964951121389,3.2668430386192817
72,463,Vegetables,982,1.5819657889913055,0.22644376210389217,1.1753091809250815
29,211,Snacks,841,4.349320615732164,0.5792678295751993,3.2183047798850746
92,106,Snacks,45,1.062250185034864,0.5786950787176466,0.9171836531396987
6,329,Dairy,488,3.583857049996645,0.20690289485090574,2.570770803452923
16,255,Beverages,881,2.739206135079311,0.7956413448854567,2.1561366980211547
20,296,Dairy,495,1.8030669162373405,0.6316444894114969,1.4516401881895873
80,422,Fruits,375,1.4302455670817364,0.31776050682495427,1.0965000490047017
71,463,Beverages,45,2.7605107861853058,0.23218478347029192,2.0020129853708015
78,322,Snacks,53,1.493223221285699,0.8787501388344935,1.3088812965503374
43,466,Vegetables,283,2.94578644676419,0.8357422452246527,2.3127731863023286
26,349,Vegetables,157,3.500868234611409,0.22976067485552631,2.5195359666846437
90,182,Fruits,835,4.309536774429432,0.03560522651650877,3.0273573100555553
78,339,Dairy,714,3.7145977487314665,0.8045325957431239,2.8415782028349637
71,479,Fruits,894,1.2607990668246019,0.6155085552650431,1.0672119133567342
33,494,Vegetables,773,2.229730130191349,0.1008820280534597,1.591075699549982
26,459,Snacks,585,2.1519144317300016,0.5873582062188951,1.6825475640766696
45,422,Vegetables,481,4.660129693884337,0.45218268536169426,3.397745591327544
84,362,Beverages,187,4.471128177571054,0.7745503274736916,3.362154822541845
63,288,Vegetables,650,2.4805916734016678,0.20908484215873002,1.7991396240287865
67,465,Vegetables,674,1.2846210235303244,0.4531567443050265,1.035181739762735
52,389,Beverages,100,4.576429271218934,0.15624411425191675,3.2503737241288286
68,461,Dairy,776,4.552759811856749,0.9575272278108466,3.474190036642978
26,157,Vegetables,933,4.4189845281229,0.7787381569251641,3.326910616763579
75,108,Fruits,883,4.380326550942007,0.7367224265013965,3.287245313609824
2,403,Vegetables,889,2.9210160043446187,0.690206665020802,2.2517732025474735
14,214,Fruits,426,1.709726608998393,0.4233364424663817,1.3238095590387893
30,309,Beverages,593,2.909952201849711,0.9232824157031447,2.313951266005741
49,140,Vegetables,65,2.9783910826778595,0.07291701192700539,2.106748861452603
12,403,Beverages,618,2.959727012979443,0.8032590716789518,2.3127866305892955
90,272,Beverages,630,3.1550903444604645,0.21523273210573268,2.273133060754045
44,333,Dairy,826,2.0306280919646205,0.324027955633848,1.5186480510653886
33,380,Vegetables,930,2.46496472453446,0.5194297289673083,1.8813042258643144
13,471,Fruits,72,2.736746367853878,0.7826550110555796,2.1505189608143884
78,177,Fruits,723,1.5244848380659994,0.8385349076537366,1.3186998589423204
88,207,Vegetables,978,2.821456538246002,0.5837322501601249,2.1501392518202387
98,380,Dairy,495,4.241878468278372,0.4030354889346852,3.090225574475266
26,138,Dairy,611,4.312238170931505,0.9465024214032101,3.3025174460730162
21,218,Dairy,35,2.6462550876041213,0.24652129583936833,1.9263349500746951
28,434,Fruits,379,3.075233248337414,0.8030945758806354,2.39359164660038
48,435,Beverages,506,1.1346013285402266,0.6120496214481532,0.9778358164126044
100,126,Dairy,857,3.6977302258743876,0.37689501688521376,2.7014796631776354
40,203,Fruits,725,2.6184235317874522,0.0013679843635368005,1.8333068675602775
66,173,Fruits,521,2.781910732333383,0.4465993013486268,2.081317303037956
73,290,Beverages,160,4.494690908719059,0.27671999754229926,3.2292996353660315
87,423,Vegetables,639,2.8473377382424334,0.10434661332556061,2.0244404007673715
79,246,Vegetables,834,1.084768984911411,0.07515856533808485,0.7818858590394131
77,354,Dairy,796,1.9099635634762495,0.34755832731160197,1.4412419926268552
23,383,Dairy,466,2.902482457233036,0.6147573887406486,2.2161649366853196
81,312,Beverages,309,2.697585170994143,0.8375193153647736,2.139565414305332
48,222,Dairy,228,4.4414805491219225,0.1835632449473269,3.1641053578695435
2,305,Beverages,494,3.1685500372246667,0.42464397130904963,2.3453782174499818
84,339,Fruits,432,3.758542967660484,0.3919561401421522,2.7485669194049844
20,493,Dairy,696,2.8772931881738804,0.5133940092085156,2.168123434484271
59,438,Fruits,446,2.7586229362366597,0.8095872708095528,2.1739122366085275
46,385,Snacks,873,2.785146673897405,0.5536452179992348,2.115696237127954
3,121,Beverages,390,2.6436862787753554,0.8466549135022942,2.104576869193437
55,358,Snacks,851,3.1543335434168136,0.5185517560689777,2.363599007212463
12,456,Dairy,683,2.0017736070144148,0.6038473651812715,1.5823957344644717
40,204,Fruits,986,4.564220775367284,0.43738324249298977,3.3261695155049953
66,357,Dairy,309,2.3323421923754917,0.8230955802956337,1.8795682087515342
100,303,Snacks,451,1.5900953367093873,0.9238272063646527,1.390214897605967
78,409,Dairy,287,1.3862019143909805,0.6391447381231457,1.16208476151063
16,361,Vegetables,170,1.0536916604805104,0.8207824491729039,0.9838188970882285
83,206,Snacks,738,2.691424314267446,0.059003333999100294,1.901698020186942
34,350,Dairy,274,1.7504439541816987,0.9061117514466576,1.4971442933611863
44,320,Fruits,372,1.0865916103489917,0.18892506683912458,0.8172916472960314
6,478,Dairy,396,3.080078185158095,0.25652042732580793,2.2330108578084085
77,321,Fruits,672,3.719914194603046,0.05333006820674624,2.6199389566841558
64,357,Vegetables,874,1.3430042036444174,0.965400116974059,1.2297229776433098
100,300,Dairy,377,2.8436830916786384,0.8520108494883764,2.2461814190215597
22,466,Vegetables,627,3.9745147144029866,0.9131846040910838,3.0561156813094157
18,357,Snacks,960,4.9432272840337,0.847216167760015,3.7144239491515942
12,448,Fruits,389,3.6687613785702435,0.47953055272128886,2.711992130815557
52,324,Snacks,246,1.9793582032380823,0.9240819340907634,1.6627753224938866
94,301,Fruits,724,3.866214559115998,0.9694728204271883,2.997192037509355
51,325,Vegetables,322,3.39171770727932,0.5025669767893975,2.524972488132343
71,335,Beverages,845,1.847197154326191,0.1756247813288382,1.3457254424269849
96,282,Dairy,408,4.404443303390218,0.6586225089630944,3.280697065062081
48,299,Vegetables,396,2.7096177089104034,0.9754382898535706,2.1893638831933533
19,456,Fruits,992,4.8479106189365035,0.872146859858875,3.655181491213215
6,345,Fruits,137,3.891604029791112,0.8618151761459075,2.9826673736975504
84,452,Fruits,24,3.5782526185272885,0.933818016807282,2.7849222380112866
27,210,Fruits,463,3.9134113499062475,0.8939522605525471,3.0075736231001375
53,105,Dairy,371,2.912388075272886,0.7762816640182929,2.271556151896508
48,335,Snacks,774,3.020905911206696,0.7182728321618272,2.330115987493235
7,226,Beverages,552,4.404829541778976,0.26476717374475434,3.162810831368709
59,203,Dairy,683,3.7237141465740113,0.6213400214284492,2.7930019090303424
69,336,Fruits,659,4.5889733007665665,0.5214886217058895,3.3687278970483634
11,254,Dairy,143,4.563307014297074,0.8619440915809912,3.452898137482249
15,356,Vegetables,677,4.905960136176997,0.491712573490072,3.5816858673709193
64,334,Fruits,296,3.8008586353813367,0.1277427635426891,2.6989238738297425
3,388,Beverages,841,3.009206870646968,0.004972485322349174,2.1079365550495823
69,139,Fruits,413,1.6652468008363295,0.6778731204686652,1.36903469672603
23,387,Beverages,683,3.821522238589669,0.5499083871271615,2.8400380831509167
53,296,Beverages,379,2.166310867039723,0.33096290435844833,1.6157064782353405
37,372,Snacks,642,2.131790272149325,0.16897215003789035,1.5429448355158943
9,481,Snacks,488,1.9531511057922724,0.4667153224039021,1.5072203707757612
15,363,Dairy,647,4.500488229405801,0.10028647247890565,3.180427702327732
3,156,Dairy,719,4.471857786728632,0.3361084892211431,3.2311329974763856
93,397,Beverages,76,3.5238817794802326,0.3792119062356344,2.580480817506853
70,197,Fruits,270,2.8919239254829434,0.46561869483796214,2.164032356289449
17,236,Vegetables,915,3.688457840395196,0.46662075133884684,2.7219067136782913
26,475,Vegetables,938,3.428917801193563,0.25700564347427723,2.4773441538777767
21,186,Fruits,169,2.6629369932935494,0.8502109816019876,2.1191191897860806
72,341,Fruits,471,2.5185234699425374,0.3555435062567456,1.8696294808367997
21,298,Snacks,181,2.531177232581401,0.22958730889251633,1.8407002554747351
11,409,Vegetables,139,3.356533612624153,0.17580988341059023,2.4023164938600843
38,183,Beverages,601,3.5906774244833035,0.3225783945033356,2.610247715489313
72,341,Dairy,943,2.806967014061768,0.06755288297753437,1.9851427747364978
88,380,Snacks,370,4.874765800852172,0.03290752298097166,3.422208317490812
35,422,Vegetables,118,1.3353828720179242,0.6051421968028677,1.1163106694534073
14,351,Fruits,186,2.388188103815108,0.61914713604919,1.8574758134853326
14,289,Vegetables,829,2.6762987325017638,0.5295882026382897,2.032285573542721
10,251,Beverages,682,1.0676853738597725,0.7622851952317243,0.9760653202713581
12,401,Snacks,857,2.4598287506729006,0.03915054427707798,1.7336252887541537
38,377,Fruits,995,2.09483966869137,0.9359731082094677,1.7471797005467993
34,238,Beverages,533,3.024145080909923,0.09506512325706051,2.145421093614064
41,275,Dairy,683,2.345642188733077,0.6740229943935936,1.844156430431232
10,107,Snacks,420,3.904728539785845,0.1333965889408093,2.7733289545323343
17,394,Beverages,384,3.039729981630594,0.8799054333077924,2.391782617133753
17,334,Beverages,596,1.5190489339850575,0.5107132869450313,1.2165482398730494
67,262,Fruits,345,4.000245296577389,0.08229354101797604,2.8248597699095646
62,148,Dairy,600,1.3969155843307064,0.6167241127000735,1.1628581428415166
95,401,Beverages,652,4.356196672317429,0.009109943882201654,3.0520706537868603
1,137,Snacks,640,4.725688776344878,0.7760221784402446,3.5407887969734877
12,235,Beverages,847,2.2897811607394156,0.6505849866461234,1.7980223085114277
4,409,Vegetables,266,4.704570533051724,0.21262474936350728,3.356986797945259
42,318,Snacks,453,4.172032636490153,0.3747509161760937,3.032848120395935
13,447,Snacks,112,4.68974244401508,0.0078066944888902645,3.2851617191572227
98,395,Beverages,287,3.6650805476833908,0.693683814971205,2.7736615278697347
85,133,Fruits,634,1.9425761576856875,0.32266813750971923,1.456603751632897
86,451,Snacks,962,4.57809294764389,0.5715889152967192,3.376141737939739
4,178,Vegetables,982,1.737060304682975,0.9567276279144629,1.5029605016524212
82,335,Fruits,643,1.852242204070142,0.299466712947585,1.3864095567333747
69,482,Fruits,340,2.084251960561455,0.9902378840873183,1.7560477376192138
19,372,Fruits,942,2.2169852459463386,0.6327283860075664,1.7417081879647067
2,260,Snacks,835,3.0579185685241224,0.24208866628550496,2.213169597852537
12,274,Fruits,875,3.8538294417361763,0.43677788302125775,2.8287139741217007
81,465,Beverages,81,4.704832697602734,0.7404531223835897,3.515518825036991
74,407,Fruits,319,1.3537503493420098,0.44647790768308127,1.081568616844331
98,473,Vegetables,422,4.8174774489129435,0.06850756734155239,3.392786484441526
6,320,Dairy,974,4.685291868387253,0.16860366138254235,3.3302854062858396
8,108,Vegetables,667,1.2159971687241558,0.7912977457839455,1.0885873418420926
51,388,Snacks,586,2.441284550766251,0.6483730757180614,1.903411108251794
11,212,Fruits,639,4.252573561197346,0.5698254773321337,3.1477491360377825
63,304,Fruits,322,3.4463061819176044,0.1676219707554013,2.4627009185689435
57,285,Beverages,789,4.116375773527082,0.8377574453503394,3.132790275074059
12,440,Fruits,272,3.87613335515955,0.9607401095862501,3.00151538148756
73,296,Vegetables,753,2.9870804525086543,0.040887097490669544,2.103222446003259
2,365,Snacks,497,1.1648721838067981,0.0780318706538553,0.8388200898609152
8,361,Dairy,388,3.337072808258004,0.8847245033145648,2.601368316774972
11,347,Fruits,698,1.1942666122371839,0.8155522540321283,1.080652304775667
53,214,Dairy,960,3.4149068701405234,0.6179344555112937,2.575815145751754
100,220,Fruits,179,4.201643449974712,0.9449652089861379,3.22463997767814
10,240,Snacks,980,3.3399669948076744,0.6464305779920032,2.531906069762973
85,164,Vegetables,185,4.988087218246788,0.21598527572950332,3.5564566354916023
84,375,Snacks,224,2.8234660007217323,0.7286423237169002,2.1950188976202827
8,412,Dairy,286,3.9953098544159498,0.6457103447456373,2.9904300015148557
36,338,Fruits,157,3.66885316696763,0.9857447020100294,2.8639206274803493
93,401,Dairy,387,4.965726766232352,0.21389573637479176,3.5401774572750844
76,491,Vegetables,462,3.8528760203084205,0.597884936362599,2.8763786951246737
14,109,Snacks,877,1.6561229258375576,0.7801675222251225,1.3933363047538272
54,468,Dairy,779,4.8220708256689635,0.3389830893381708,3.4771445047697256
85,332,Dairy,586,3.6711089057830453,0.3796795830982377,2.683680108977603
86,294,Vegetables,935,1.2373529232255596,0.8879018383283207,1.132517597756388
21,494,Fruits,740,3.63027322313845,0.40419487960888134,2.662449720079579
50,111,Dairy,36,4.5324776266991,0.6247328518956144,3.3601541942580537
94,493,Vegetables,87,3.3081674479601,0.8892381375268256,2.582488654830118
39,276,Fruits,152,2.416078552128045,0.20982658309056135,1.7542029614167998
20,276,Fruits,719,4.283638536282464,0.9818772963526058,3.2931101643035063
88,316,Snacks,938,4.130048032823318,0.7019535339703258,3.10161968316742
87,110,Vegetables,449,3.176728616925203,0.4961216941414448,2.3725465400900756
7,217,Fruits,327,1.6174470795836013,0.4309205643509977,1.26148912501382
9,263,Snacks,669,2.0039459420927255,0.9543646155515045,1.6890715441303592
1,138,Beverages,193,3.953935888744423,0.20572482752966637,2.829472570379996
26,152,Vegetables,431,4.22432866157971,0.3116832568459613,3.050535040159585
38,317,Beverages,116,2.117061112163959,0.30779275554792473,1.5742806051791487
38,305,Fruits,702,2.4719403087471465,0.28900633473446347,1.8170601165433415
61,411,Vegetables,173,1.3105275409991806,0.4685380452156892,1.057930692264133
44,459,Snacks,714,3.853847793465999,0.9891792332678332,2.994447225406549
86,484,Fruits,261,1.0143101784001254,0.8887867667162174,0.9766531548949529
44,155,Vegetables,323,1.1861660848762723,0.32794956832148614,0.9287011299098364
74,217,Vegetables,304,1.0173762711363596,0.42287011573013766,0.839024424514493
62,487,Beverages,46,3.581278333350467,0.6694807463859314,2.707739057261106
6,352,Fruits,421,2.669548510802186,0.017151680696614102,1.8738294617705145
17,385,Snacks,379,2.190187045373321,0.8201536586856478,1.779177029367019
51,367,Snacks,79,4.650804041428442,0.8797980573119195,3.519502246193485
38,390,Fruits,221,1.7712111787064266,0.857200334324534,1.497007925391859
24,432,Fruits,781,2.5574720415256023,0.37505438688553616,1.9027467451335822
51,279,Dairy,893,4.761247203711006,0.46199950736420814,3.4714728948069666
10,457,Beverages,600,2.7084262513481696,0.012388321903755828,1.8996148725148454
72,334,Fruits,989,3.218774742588231,0.3993953480435508,2.372960924224827
21,442,Fruits,389,1.3213474662779503,0.4604268223666015,1.0630712731045455
70,295,Dairy,552,4.160665547573849,0.9069742930684787,3.1845581712222377
85,407,Dairy,171,2.6910351083529527,0.8939876737572474,2.151920877974241
57,179,Vegetables,121,4.202060498393934,0.9660970640879095,3.2312714681021264
39,234,Snacks,918,2.0151905702239685,0.8851049850905204,1.676164894683934
88,121,Beverages,626,2.68991500224564,0.008200709427645614,1.8854007144002418
33,430,Vegetables,465,4.146195745460041,0.6414608523322197,3.0947752775216943
59,324,Fruits,892,4.895511068174558,0.06823768310304079,3.447329052653103
18,157,Dairy,248,1.2385020975490755,0.2725942863799854,0.9487297541983484
56,192,Snacks,144,4.249824709675617,0.5783076294705803,3.148369585614106
92,291,Vegetables,789,2.202756270508441,0.7006138184075389,1.7521135348781702
57,202,Snacks,853,3.2029731235642886,0.6546320259170952,2.4384707942701302
96,495,Dairy,900,2.1603690598029917,0.04905836740864322,1.526975852084687
76,106,Vegetables,957,3.453781890271961,0.10360386956955203,2.4487284840612378
48,227,Vegetables,255,2.415211322575902,0.1285868129312734,1.7292239696825136
42,154,Snacks,181,2.334459563910726,0.09141437676969111,1.6615460077684154
27,330,Dairy,573,1.151753251743742,0.17823442326932226,0.8596976032014161
74,461,Fruits,807,1.5878416236152462,0.6884877913115593,1.31803547392414
52,161,Vegetables,372,4.668312795461915,0.8308372511591529,3.5170701321710864
42,339,Fruits,87,4.993109715492985,0.4088138900734103,3.6178209678671127
32,189,Dairy,192,4.122082303478425,0.6927815064283436,3.0932920643634008
26,331,Vegetables,862,2.147250499093947,0.2000162612658265,1.563080227745511
25,332,Vegetables,656,2.60978055377437,0.9732801516334081,2.1188304331320813
75,453,Fruits,701,3.958013819624331,0.3499975228576183,2.875608930594317
23,432,Beverages,578,4.874054227532792,0.8458669062048351,3.6655980311344045
98,474,Fruits,280,2.8218846829174704,0.945366372629387,2.2589291898310453
57,391,Fruits,236,4.318089661153499,0.8647139628753022,3.282076951670039
52,444,Beverages,836,4.900275690394867,0.06706765154028893,3.4503132787384936
87,251,Dairy,143,4.493892684224017,0.6503071573072561,3.3408170261489887
93,244,Dairy,824,1.9085989870853077,0.12009070657155119,1.3720465029311806
31,229,Vegetables,181,1.0321274555024917,0.005663000525796713,0.7241881190094832
64,240,Snacks,220,2.9683268215536605,0.05178344394306744,2.0933638082704826
71,192,Snacks,473,3.1254433267810673,0.9161491964470573,2.462655087680864
33,213,Vegetables,421,1.8050014582046785,0.9084635142603937,1.536040075021393
85,383,Snacks,481,2.1386975677872706,0.2258243877640338,1.5648356137802995
2,242,Fruits,294,4.060612643394188,0.5470612147986262,3.006547214815519
18,322,Fruits,225,2.881389034852535,0.9550282622659262,2.3034808030765523
47,331,Beverages,59,2.2694163344010265,0.49670612969676253,1.7376032729897473
33,132,Beverages,292,3.4905041094476776,0.39357782014575793,2.5614262226571016
98,375,Vegetables,719,3.6110390239045014,0.48324869404462456,2.672701924946538
84,269,Vegetables,886,4.077583107363209,0.7902157615519442,3.091372903619829
35,239,Vegetables,112,1.6268371830516766,0.4772776325332353,1.281969317896144
51,456,Fruits,61,3.966069009307961,0.7832776812823695,3.0112316109002837
18,300,Snacks,484,3.397713568441674,0.43169744564093293,2.5079087316014514
88,122,Vegetables,398,1.2302874612111885,0.25200567121138284,0.9368029242112467
72,323,Vegetables,126,4.109782513013645,0.32647272981862063,2.9747895780551374
30,467,Fruits,347,2.5323211253327402,0.07782346463716594,1.7959718271240677
44,369,Fruits,84,2.32152373731855,0.4973811444092764,1.7742809594457678
53,446,Fruits,384,2.7923006063265374,0.148110924889023,1.999043701895283
10,252,Snacks,840,2.3847003092245163,0.8115470063347329,1.912754318357581
87,432,Vegetables,503,2.3531423688396362,0.42059057415689416,1.7733768304348134
52,184,Dairy,666,4.232310670802502,0.7650023239917231,3.192118166759268
49,208,Dairy,920,1.498021017462769,0.9544604275386335,1.3349528404855282
11,130,Vegetables,43,4.882400271429834,0.849477949713236,3.672523574914854
66,328,Vegetables,559,3.219726577497373,0.9514636797458197,2.539247708171907
58,339,Vegetables,81,1.7316959936852516,0.5679365268707303,1.3825681536408951
90,477,Vegetables,510,1.524861931726746,0.16532443398054186,1.1170006824028846
36,462,Snacks,292,3.3660381285399303,0.9353959541837006,2.636845476233061
33,409,Dairy,248,3.531997775387712,0.8685043905967709,2.7329497599504293
47,488,Beverages,39,1.212103084119243,0.8644129910669285,1.1077960562035485
13,240,Dairy,22,1.9720076565151432,0.6932744274087185,1.5883876877832157
40,255,Dairy,440,4.181847684885869,0.6249162621860794,3.1147682580759324
89,398,Fruits,749,1.198498510974102,0.014723891861331495,0.8433661252402709
68,444,Vegetables,930,4.420354655624145,0.7480540690881162,3.3186644796633358
42,470,Vegetables,326,3.632649906105334,0.09153511748280574,2.5703154695185755
19,198,Vegetables,451,2.7376930374528192,0.2597509361025758,1.994310407047746
82,146,Fruits,155,2.3857313958836635,0.5514902953513369,1.8354590657239656
94,426,Snacks,928,1.0769958553955759,0.4517325848760416,0.8894168742397155
19,166,Snacks,963,4.300859783007372,0.015774389771445962,3.015334165036594
58,161,Beverages,534,1.5708874158741524,0.8239850584517123,1.34681670864742
23,208,Snacks,212,2.2381679674483523,0.8788009580859264,1.8303578646396246
54,266,Snacks,604,3.2764279214512153,0.6818729434967669,2.4980614280648803
80,136,Vegetables,434,1.983970400285017,0.5410678586568224,1.5510996377965585
65,218,Dairy,892,2.9885618550088053,0.9607378388994714,2.380214650176005
12,185,Snacks,137,4.237371314954809,0.11995620774819193,3.0021467827928237
24,481,Snacks,685,2.8821517391610993,0.7379100536649891,2.2388792335122663
34,491,Fruits,228,4.7959093764783844,0.12836061289519785,3.3956447474034284
53,151,Beverages,971,4.390002481505366,0.3818447989234157,3.1875551767307813
8,190,Fruits,53,2.3321569414535768,0.5854845091709787,1.8081552117687971
18,388,Vegetables,668,2.599848498335751,0.7370876905043523,2.0410202559863313
57,436,Dairy,337,2.6933069080901086,0.003716100271983991,1.8864296657446713
5,397,Beverages,139,3.504717811698059,0.26059788637177617,2.531481834100174
26,303,Fruits,646,2.147182916754159,0.5382003914098203,1.6644881591508576
30,467,Snacks,544,4.8769965552900345,0.532873679161507,3.573759692451476
54,337,Snacks,600,3.4347368824140037,0.637626434946264,2.595603748173682
13,481,Beverages,956,2.597606634964534,0.30385358086822245,1.9094807187356404
83,254,Snacks,864,3.5800392619662693,0.5405292510889357,2.668186258703069
29,339,Fruits,788,2.5816200421188307,0.1897867774345764,1.8640700627135542
3,235,Fruits,108,4.271182723917676,0.18687221440345547,3.0458895710634093
90,461,Snacks,531,3.271363842206885,0.5765639634226069,2.462923878571601
58,480,Snacks,66,1.167882013624268,0.685472585045341,1.02315918505059
76,468,Vegetables,791,1.707027469693843,0.12039996668128794,1.2310392187900765
2,163,Dairy,759,4.4599758921181385,0.12278990190422334,3.1588200950539638
75,222,Beverages,978,3.2515993054271597,0.5653026914604504,2.4457103212371467
28,353,Fruits,711,4.80137390605562,0.2700957522836456,3.4419904599240274
82,213,Beverages,541,1.2896892514427392,0.3923991022411144,1.0205022066822518
77,119,Vegetables,303,2.1810425203438957,0.4007484476475779,1.6469542985350003
86,115,Fruits,396,1.7741734929582904,0.17855285928491638,1.2954873028562781
76,244,Vegetables,657,3.215361168914945,0.001314633430626433,2.251147208269649
2,307,Vegetables,153,2.5311713243196374,0.8531518099690073,2.0277654700144483
7,118,Snacks,686,1.6290941363055729,0.7150019688976883,1.3548664860832074
26,475,Beverages,267,3.5710076558381876,0.6905385581155655,2.7068669265214007
90,491,Beverages,671,3.145193463188746,0.5465051381133197,2.3655869656661177
88,265,Snacks,337,2.098945005185204,0.7009696545781204,1.6795524000030788
